numero,Lat,Long,Nom,Ville,Pays,Type,star,isReservable,horaires,adresse,photo
249,,,Bali Bowls,Biarritz,France,vege/sur_le_pouce,,,,4 Rue Gaston Larré,http://www.youmakefashion.fr/wp-content/uploads/2016/09/bali-bowls-biarritz-petit-dej-healthy-acai-bonne-adresse-3.jpg
250,,,Bali Bowls,Biarritz,France,vege/sur_le_pouce,,,,18 Pl. Georges Clemenceau,http://www.youmakefashion.fr/wp-content/uploads/2016/09/bali-bowls-biarritz-petit-dej-healthy-acai-bonne-adresse-3.jpg
251,12.557452,55.668301,Prolog Coffee Bar,Copenhague,Danemark,coffee_shop,,,,Høkerboderne 16  1712 København,https://www.prologcoffee.com/img/index/prolog-idx-bg.jpg
252,12.6129059,55.69013,lille bakery,Copenhague,Danemark,coffee_shop/boulangerie/patisserie/brunch/sur_le_pouce/neobistrot,oui,,,Refshalevej 213A  1432 København,https://www.gloobles.com/media/tips/medium/10497-lille-bakery.jpg
253,12.5829888,55.6821674,Atelier September,Copenhague,Danemark,coffee_shop/patisserie/brunch/sur_le_pouce/neobistrot/vege,,,,Gothersgade 30  1123 København,https://10619-2.s.cdn12.com/rests/original/328_507994448.jpg
254,,,Andersen & Maillard København,Copenhague,Danemark,coffee_shop/patisserie/brunch/sur_le_pouce/boulangerie,,,,Göteborg Pl. 19  2150 København,https://www.luckymiam.com/wp-content/uploads/AndersenMaillard-lisa-klein-michel-10.jpg
255,12.5550975,55.690378,Andersen & Maillard Nørrebro,Copenhague,Danemark,coffee_shop/patisserie/brunch/sur_le_pouce/boulangerie,,,,,https://www.luckymiam.com/wp-content/uploads/AndersenMaillard-lisa-klein-michel-10.jpg
256,12.5562342,55.6924342,Mirabelle,Copenhague,Danemark,coffee_shop/boulangerie/brunch/sur_le_pouce/neobistrot/italien,oui,,,Guldbergsgade 29  2200 København,https://www.mirabelle-bakery.dk/wp-content/uploads/2019/01/mirabelle_bakery-organic-sourdough_bread-final.jpg
257,3.0691499,50.6287705,L'impertinente,Lille,France,brunch/patisserie/the/coffee_shop,,,,9 Bd Papin,https://static.actu.fr/uploads/2017/09/25576-170928193933887-0-960x640.jpg
258,3.060836,50.6383303,Alex Croquet - Fou de pain,Wattignies,France,boulangerie/patisserie,,,,56 Rue Faidherbe,http://painrisien.com/wp-content/uploads/2015/08/DSC07051.jpg
259,3.0652119,50.6392653,Chocolaterie Bailly Quentin,Lille,France,patisserie,,,,65 Rue des Arts,https://lvdneng.rosselcdn.net/sites/default/files/dpistyles/ena_16_9_extra_big/node_895915/49647658/public/thumbnails/image/gros_plan_assortiments_delphine_guiot.jpg?itok=6OrEYaih1605883828
260,-73.9871826,40.7199088,Supermoon Bakehouse,New York,États-Unis,boulangerie/patisserie,,,,120 Rivington St,https://we-love-new-york.com/wp-content/uploads/2020/03/supermoon-bakehouse-lower-east-side.jpg
261,2.3786279,48.8713341,Le Petit Grain,75020,France,boulangerie/patisserie/sur_le_pouce,,,,7 Rue Denoyez,https://www.davidlebovitz.com/wp-content/uploads/2018/09/Le-petit-grain-paris-bakery-boulangerie-patisserie-pastry-shop-5-640x899.jpg
262,,,Le Petit Grain,75004,France,boulangerie/patisserie/sur_le_pouce,,,,1 Rue des Deux Ponts,https://www.davidlebovitz.com/wp-content/uploads/2018/09/Le-petit-grain-paris-bakery-boulangerie-patisserie-pastry-shop-5-640x899.jpg
263,2.4020551,48.8549008,Le Bricheton,75020,France,boulangerie,,,,50 Rue de la Réunion,http://painrisien.com/wp-content/uploads/2016/02/DSC08094.jpg
264,-1.4284629,43.6617001,Le Mango Tree,Soorts-Hossegor,France,vege/sur_le_pouce,,,,Pl. du Commandant Lauwick,https://media-cdn.tripadvisor.com/media/photo-p/12/31/fe/b6/salades-pancakes-au-curry.jpg
265,,,Levain Bakery - 74th Street,New York,États-Unis,boulangerie/patisserie/sur_le_pouce,,,,167 W 74th St,https://we-love-new-york.com/wp-content/uploads/2020/07/chocolate-chip-cookie-new-york-levain-bakery.jpg
266,,,Levain Bakery - Williamsburg,New York,États-Unis,boulangerie/patisserie/sur_le_pouce,,,,164 N 4th St  Brooklyn,https://we-love-new-york.com/wp-content/uploads/2020/07/chocolate-chip-cookie-new-york-levain-bakery.jpg
267,,,Levain Bakery - Upper East Side,New York,États-Unis,boulangerie/patisserie/sur_le_pouce,,,,1484 3rd Ave,https://we-love-new-york.com/wp-content/uploads/2020/07/chocolate-chip-cookie-new-york-levain-bakery.jpg
268,,,Levain Bakery - Amsterdam Avenue,New York,États-Unis,boulangerie/patisserie/sur_le_pouce,,,,351 Amsterdam Ave,https://we-love-new-york.com/wp-content/uploads/2020/07/chocolate-chip-cookie-new-york-levain-bakery.jpg
269,,,Levain Bakery - Harlem,New York,États-Unis,boulangerie/patisserie/sur_le_pouce,,,,2167 Frederick Douglass Blvd,https://we-love-new-york.com/wp-content/uploads/2020/07/chocolate-chip-cookie-new-york-levain-bakery.jpg
270,,,Levain Bakery - NoHo,New York,États-Unis,boulangerie/patisserie/sur_le_pouce,,,,340 Lafayette St,https://we-love-new-york.com/wp-content/uploads/2020/07/chocolate-chip-cookie-new-york-levain-bakery.jpg
271,-1.6626761,43.3890058,GLACES BARGETON,Saint-Jean-de-Luz,France,glace,,oui,,23 Rue Joseph Garat,https://media-cdn.tripadvisor.com/media/photo-s/13/28/2f/63/glacier.jpg
272,2.354713,48.849909,Le Boulanger de la Tour,75005,France,boulangerie,,,,2 Rue du Cardinal Lemoine,"https://www.parisinfo.com/var/otcp/sites/images/node_43/node_51/node_77884/node_79219/le-boulanger-de-la-tour-viennoiseries,-p%C3%A2tisseries,-pains-%7C-630x405-%7C-%C2%A9-pierre-emmanuel-de-leusse-spartium/21473408-1-fre-FR/Le-Boulanger-de-la-Tour-Viennoiseries,-p%C3%A2tisseries,-pains-%7C-630x405-%7C-%C2%A9-Pierre-Emmanuel-de-Leusse-Spartium.jpg"
273,2.3546935,48.8452002,Nuance café,75005,France,coffee_shop/brunch/patisserie,,,,16 Rue Linné,https://media-cdn.tripadvisor.com/media/photo-p/1c/89/30/bf/sweet-and-savory-pancake.jpg
274,2.3236157,48.8595503,Cuppa Cafe,75007,France,coffee_shop/brunch/patisserie,,,,86 Rue de l'Université,https://media-cdn.tripadvisor.com/media/photo-s/13/84/32/6f/photo5jpg.jpg
275,2.3420896,48.8449417,Numéro 220,75005,France,coffee_shop/brunch/patisserie,,,,220 Rue Saint-Jacques,https://media-cdn.tripadvisor.com/media/photo-s/17/a1/4f/d4/numero-220.jpg
276,-2.0385994,48.4562805,La Maison De Tatie Jeanne,Dinan,France,boulangerie,,,,82 Rue du Petit Fort,https://speisekarte.menu/storage/media/company_images/727322/7KTh56YYfL.jpg
277,2.3530343,48.8582346,La Glacerie,75004,France,glace/patisserie,,,,13 Rue du Temple,https://www.laglacerie.fr/wp-content/uploads/2015/05/glacerie-boutique-1000x500.jpg
278,2.4353972,48.8467744,Chocolaterie Julien Dechenaud,94300,France,patisserie/chocolatier,,,,32 Rue Robert Giraudineau,http://painrisien.com/wp-content/uploads/2017/11/DSC00886.jpg
279,2.3855338,48.8470612,Boulangerie Perséphone,75012,France,boulangerie,,,,102 Bd Diderot,https://keldelice-assets.s3.amazonaws.com/attachments/photos/804775/original/capture-d-ecran-2019-01-02-a-17.png?1546448175
280,,,BO&MIE - Turbigo,75002,France,boulangerie/patisserie/sur_le_pouce,,,,18 Rue de Turbigo,https://www.sortiraparis.com/images/80/84282/431859-les-nouveautes-bo-mie-2019-26.jpg
281,,,BO&MIE - Saint Martin,75003,France,boulangerie/patisserie/sur_le_pouce,,,,359 Rue Saint-Martin,https://www.sortiraparis.com/images/80/84282/431859-les-nouveautes-bo-mie-2019-26.jpg
282,,,BO&MIE - Louvre Rivoli,75001,France,boulangerie/patisserie/sur_le_pouce,,,,91 Rue de Rivoli,https://www.sortiraparis.com/images/80/84282/431859-les-nouveautes-bo-mie-2019-26.jpg
283,2.354136,48.8482223,Boulangerie Archibald,75005,France,boulangerie,,,,28 Rue des Fossés Saint-Bernard,https://painrisien.com/wp-content/uploads/2019/03/DSC03142-1024x681.jpg
284,2.2996108,48.8829005,Le Jardin Sucré,75017,France,patisserie,,,,156 Rue de Courcelles,https://www.sortiraparis.com/images/80/93467/630799-les-patisseries-du-jardin-sucre-les-photos-7.jpg
285,2.3231838,48.8540583,Philippe Conticini - Paris 7,75007,France,patisserie,,,,37 Rue de Varenne,https://www.sortiraparis.com/images/80/79056/365109-gateaux-demotions-la-patisserie-de-philippe-conticini-a-paris-16.jpg
286,,,Philippe Conticini - Paris 3,75003,France,patisserie,,,,31 RUE NOTRE DAME DE NAZARETH,https://www.sortiraparis.com/images/80/79056/365109-gateaux-demotions-la-patisserie-de-philippe-conticini-a-paris-16.jpg
287,,,Philippe Conticini - Paris 16,75016,France,patisserie,,,,42 RUE DE L'ANNONCIATION,https://www.sortiraparis.com/images/80/79056/365109-gateaux-demotions-la-patisserie-de-philippe-conticini-a-paris-16.jpg
288,,,Philippe Conticini - Lafayette Gourmet,75009,France,patisserie,,,,35 BOULEVARD HAUSSMANN,https://www.sortiraparis.com/images/80/79056/365109-gateaux-demotions-la-patisserie-de-philippe-conticini-a-paris-16.jpg
289,,,Philippe Conticini - Londres,Londres,UK,patisserie,,,,CAMDEN STABLES MARKET,https://www.sortiraparis.com/images/80/79056/365109-gateaux-demotions-la-patisserie-de-philippe-conticini-a-paris-16.jpg
290,2.3515038,48.8617818,Glace Bachir - Chatelet,75003,France,glace,,,,58 Rue Rambuteau,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyU4oMw66dZhfmvcEj37cPLhYHW6vYEaY9OlKAoniElhS7YDwvBKAkY3k0ENptnEkFiok&usqp=CAU
291,,,Glace Bachir - Montmartre,75018,France,glace,,,,7 Rue Tardieu,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyU4oMw66dZhfmvcEj37cPLhYHW6vYEaY9OlKAoniElhS7YDwvBKAkY3k0ENptnEkFiok&usqp=CAU
292,6.1469761,45.9069682,Boulangerie Patisserie Pan & Gatô,Annecy,France,boulangerie/patisserie,,,,6 Rue du Pré d'Avril,
293,12.5454322,55.675355,Hart Bageri,Copenhague,Danemark,boulangerie/patisserie/coffee_shop/sur_le_pouce,,oui,,Gl. Kongevej 109  1850 Frederiksberg,https://media-cdn.tripadvisor.com/media/photo-s/16/97/a8/22/hart-bageri.jpg
294,2.3607602,48.8630628,Gramme,75003,France,patisserie/coffee_shop/sur_le_pouce/brunch/neobistrot,,,,86 Rue des Archives,https://media.timeout.com/images/105399955/750/422/image.jpg
295,2.3261043,48.8469687,Colorova,75006,France,patisserie/coffee_shop/sur_le_pouce/brunch/neobistrot,,,,47 Rue de l'Abbé Grégoire,https://media-cdn.tripadvisor.com/media/photo-s/19/c7/a1/4a/entrees-avec-confitures.jpg
296,2.3746599,48.8570675,Pâtisserie Emma Duvéré,75011,France,patisserie/coffee_shop/sur_le_pouce/brunch,,,,41 Rue Sedaine,https://www.emmaduvere.fr/web/wp-content/uploads/2020/03/a_boire_et_a_manger_emma_duvere_photo_diane_arques_adagp_weblr05_petit-1024x576.jpg
297,,,Juno the bakery,Copenhague,Danemark,boulangerie/patisserie/sur_le_pouce/coffee_shop/brunch,,,,Århusgade 48  2100 København,https://static.dezeen.com/uploads/2020/11/juno-bakery-interiors-minimalist-copenhagen-frama_dezeen_2364_col_26-852x1278.jpg
298,-1.2024831,44.7235169,Pain Paulin - Cap Ferret,Lège-Cap-Ferret,France,boulangerie/patisserie/sur_le_pouce,oui,,,22 Rte de Bordeaux,https://www.pagesjaunes.fr/media/ugc/pain_paulin_03306900_164520320
299,,,Pain Paulin - Bordeaux,Le Bouscat,France,boulangerie/patisserie/sur_le_pouce,oui,,,11 Av. de la Libération Charles de Gaulle,https://images.ollca.com/fit-in/528x367/ollca/cf87070b-4c3e-42c5-ac36-340a43840f29/shop/f26cea8c-9551-42c6-b1b2-bbac42777e77/1612537411.jpg
300,-0.572848799999974,44.8371437,Boulangerie Louis Lamour,Bordeaux,France,boulangerie/patisserie/sur_le_pouce,oui,,,7 Rue Ravez,http://painrisien.com/wp-content/uploads/2018/01/DSC00678.jpg
301,11.2576678,43.7725588,Gelateria Edoardo,Florence,Italie,glace,,,,Piazza del Duomo  45/R,"https://res.cloudinary.com/abillionveg/image/upload/q_auto,a_exif,w_1080,h_1080,c_fill/v1633273264/fpa0jm6xed99p6p9osdw.jpg"
302,2.3661899,48.8719279,Sain Boulangerie,75010,France,boulangerie/sur_le_pouce,,,,15 Rue Marie et Louise,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjgmg0YgaPgT4xccRhGhIGVdq37gbafUX9WA&usqp=CAU
303,,,The French Bastards - Oberkampf,75011,France,boulangerie/patisserie/sur_le_pouce,,,,61 Rue Oberkampf,https://www.orgyness.com/wp-content/uploads/2019/10/the-french-bastards-paris-3.jpg
304,,,The French Bastards - Saint-Denis,75002,France,boulangerie/patisserie/sur_le_pouce,,,,181 Rue Saint-Denis,https://www.orgyness.com/wp-content/uploads/2019/10/the-french-bastards-paris-3.jpg
305,,,The French Bastards - Saint-Ferdinand,75017,France,boulangerie/patisserie/sur_le_pouce,,,,35 Pl. Saint-Ferdinand,https://www.orgyness.com/wp-content/uploads/2019/10/the-french-bastards-paris-3.jpg
306,2.3724971,48.863387,Fermentation Générale,75011,France,boulangerie,,,,37 Rue de la Folie Méricourt,https://media.timeout.com/images/105393751/image.jpg
307,2.3157391,48.8740939,Boulangerie Louvard,75009,France,boulangerie/patisserie/sur_le_pouce/bistrot,,,,11 Rue de Châteaudun,https://www.latoque.fr/ra/lowres/Publie/LT/p1/Images/Web/2021-06-01/photo%20article%203.jpg
308,,,GRØD,Copenhague,Danemark,brunch/vege,,,,Jægersborggade 50  2200 København,https://media-cdn.tripadvisor.com/media/photo-p/1a/99/02/0d/all-in-oat-porridge-with.jpg
309,,,GRØD,Copenhague,Danemark,brunch/vege,,,,Linnésgade  1362 København,https://media-cdn.tripadvisor.com/media/photo-p/1a/99/02/0d/all-in-oat-porridge-with.jpg
310,,,Grød Restaurant - Vesterbro,Copenhague,Danemark,brunch/vege,,,,Vesterbrogade 105B  1620 København,https://media-cdn.tripadvisor.com/media/photo-p/1a/99/02/0d/all-in-oat-porridge-with.jpg
311,12.5970868,55.668395,Alice Ice Cream & Coffee,Copenhague,Danemark,glace/boulangerie/coffee_shop,,,,Markmandsgade 1  2300 København,https://media-cdn.tripadvisor.com/media/photo-s/14/16/f7/b2/isvaffel-med-hasselnod.jpg
312,12.5768149,55.697752,Leckerbaer,Copenhague,Danemark,patisserie/coffee_shop,,,,Ryesgade 118  2100 København,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSgnp4Hf83-x_-oGWUqoXNZQ0wbeLUVQkh9w&usqp=CAU
313,2.3202719,48.8350338,La Petite Alsacienne,75014,France,boulangerie,,,,45 Rue Raymond Losserand,https://painrisien.com/wp-content/uploads/2019/03/DSC03797-1024x873.jpg
314,2.3991709,48.8510629,Atelier Auger,75020,France,boulangerie/sur_le_pouce,,,,5 Rue Auger,https://axwwgrkdco.cloudimg.io/v7/lefooding.com/medias/2021/07/15_38_35_32_restaurant_boulangerie_atelier_auger_paris.jpeg?width=1440&height=960&optipress=3
315,,,Maison Saint-Honoré - Prado,Marseille,France,boulangerie,oui,,,41 Av. du Prado ,https://laprovence.twic.pics/media/2017/09/29/saint-honore.jpg?twic=v1/focus=0x0
316,,,Maison Saint-Honoré - Endoume,Marseille,France,boulangerie,oui,,,131 Rue d'Endoume,https://laprovence.twic.pics/media/2017/09/29/saint-honore.jpg?twic=v1/focus=0x0
317,,,Maison Saint-Honoré - Cabot,Marseille,France,boulangerie,oui,,,28 Bd du Cabot,https://laprovence.twic.pics/media/2017/09/29/saint-honore.jpg?twic=v1/focus=0x0
318,,,Bread Ahead Bakery | Beak street,Londres,UK,boulangerie/patisserie/sur_le_pouce,,,,21 Beak St  Carnaby  London W1F 9RR,https://media-cdn.tripadvisor.com/media/photo-s/16/58/3e/4a/photo1jpg.jpg
319,,,Bread Ahead Bakery | Borough,Londres,UK,boulangerie/patisserie/sur_le_pouce,,,,Borough Market  Cathedral St  London SE1 9DE,https://media-cdn.tripadvisor.com/media/photo-s/16/58/3e/4a/photo1jpg.jpg
320,,,Bread Ahead Bakery | Pavilion road,Londres,UK,boulangerie/patisserie/sur_le_pouce,,,,249 Pavilion Rd  London SW1X 0BP,https://media-cdn.tripadvisor.com/media/photo-s/16/58/3e/4a/photo1jpg.jpg
321,-0.096344199999976,51.5366932,Pophams Bakery,Londres,UK,boulangerie/patisserie/sur_le_pouce/coffee_shop/brunch,,,,197 Richmond Rd  London E8 3NJ,https://images.squarespace-cdn.com/content/v1/5908b840f7e0ab2f59b628a1/1562842902251-GZYJAVQWR4BWH00D8OCG/190621_Pophams_460.jpg?format=1500w
322,2.3289823,48.8315185,Le temps et le pain,75014,France,boulangerie/patisserie,,,,7 Rue Mouton-Duvernet,http://painrisien.com/wp-content/uploads/2018/04/DSC01560.jpg
323,2.3480217,48.8678568,Plaq,75002,France,patisserie,,,,4 Rue du Nil,https://img.lemde.fr/2021/04/02/0/0/2422/1804/664/0/75/0/6c4bf71_947490835-plaq.jpg
324,2.3441784,48.8672734,Tartelettes,75002,France,patisserie/sur_le_pouce/brunch,,,,102 Rue Montmartre,https://media-cdn.tripadvisor.com/media/photo-s/1a/47/74/4f/tarte-salee-sous-bois.jpg
325,2.3379019,48.8912569,Atelier P1,75018,France,boulangerie/sur_le_pouce,,,,157 Rue Marcadet,https://atelierp1.fr/wp-content/uploads/elementor/thumbs/dsc02449-okmv7oofg3oykl3d05g6habw6pb2qsdh2kgzrx7uky.jpg
326,2.3413031,48.880248,Babka Zana,75009,France,boulangerie/patisserie,,,,65 Rue Condorcet,"https://media.vogue.fr/photos/5e7b28eb8c3f5f00087ad9ad/2:3/w_808,h_1212,c_limit/babka%202%20@geraldinemartens.jpg"
327,2.3344881,48.8851971,Riv'K,75018,France,neobistrot/moyen_orient/asiatique,,,,35 Rue Véron,https://cdn.radiofrance.fr/s3/cruiser-production/2019/03/6102d73a-d568-471d-b8a6-a0f95bf6382c/870x489_fich_diff_rivk.jpg
328,2.4423521,48.8639329,Fournil Éphémère L'Atelier,93100,France,boulangerie,,,,11 Rue de l'Église,http://painrisien.com/wp-content/uploads/2016/01/DSC07841.jpg
329,2.3853019,48.8672831,Elements pain bio,75020,France,boulangerie,,,,3 Rue Victor Letalle,https://elementspainbio.com/images/home_mobile/campagne.jpg
330,-1.4269774,43.591168,Boulangerie bio la vapeur,Labenne,France,boulangerie,,,,46 Av. Charles de Gaulle,https://www.tourismelandes.com/wp-content/uploads/wpetourisme/La-Vapeur-Photo-5.jpg
331,12.5794898,55.6989631,Østerberg Ice Cream,Copenhague,Danemark,glace,,,,Tullinsgade 25  1618 København,https://files.guidedanmark.org/files/382/382_15305.jpg?width=1024
332,,,Østerberg Ice Cream,Copenhague,Danemark,glace,,,,Rosenvængets Allé 7C  2100 København,https://files.guidedanmark.org/files/382/382_15305.jpg?width=1024
333,2.1631,41.4005,Origo,Barcelona,Espagne,boulangerie,,,,Carrer de Milà i Fontanals  9,https://media-cdn.tripadvisor.com/media/photo-s/13/df/ac/76/origo-bakery.jpg
334,,,Monsieur Txokola - Bayonne,Bayonne,France,patisserie,,,,11 Rue Jacques Laffitte,https://media-cdn.tripadvisor.com/media/photo-s/0f/9d/54/04/facade.jpg
335,,,Monsieur Txokola - Biarritz,Biarritz,France,patisserie,,,,17 Rue des Halles,https://media-cdn.tripadvisor.com/media/photo-s/0f/9d/54/04/facade.jpg
336,-9.1532046,38.7141848,Nannarella,Rome,Italie,brasserie/italien,,,,Piazza di S. Calisto  5  00153 Roma RM,https://media-cdn.tripadvisor.com/media/photo-s/1b/59/1e/a2/tonnarello-alla-carbonara.jpg
337,-9.2032276,38.6975105,Pastéis de Belém.,Lisbonne,Portugal,patisserie,,,,R. de Belém 84 92  1300-085 Lisboa,https://media-cdn.tripadvisor.com/media/photo-s/0b/fa/0c/66/apenas-5-para-un-kit.jpg
338,-9.1440596,38.7107556,Manteigaria (Portuguese custard pies factory),Lisbonne,Portugal,patisserie,,,,Rua do Loreto 2  1200-108 Lisboa,https://live.staticflickr.com/65535/48041977126_0b2535dd4e_b.jpg
339,2.3396317,48.8851843,Shinya Pain Montmartre,75018,France,boulangerie,oui,,,41 Rue des Trois Frères,https://www.latoque.fr/ra/lowres/Publie/LT/p1/Images/Actualit%C3%A9/M%C3%A9tier/2020-11-01/P2.jpg
340,2.3172145,48.8828041,Boulangerie Bacillus,75017,France,boulangerie/patisserie/sur_le_pouce/brunch,oui,,,100 Rue des Dames,https://media-cdn.tripadvisor.com/media/photo-p/1b/7e/dd/73/photo0jpg.jpg
341,,,Boulangerie Bacillus - Le Marché,75017,France,boulangerie/patisserie/sur_le_pouce,oui,,,Marché Couvert des Batignolles  96 Bis Rue Lemercier ,https://media-cdn.tripadvisor.com/media/photo-p/1b/7e/dd/73/photo0jpg.jpg
342,2.366502,48.8652663,Dreamin man,75011,France,patisserie/coffee_shop/sur_le_pouce,,,,140 Rue Amelot,https://www.pix.city/cache/bg_header_slider/uploads/cards/2019/04/2ee8c27da815dec5b33bfad7d1699941.jpeg
343,,,LIBERTÉ Paris 10e,75010,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,39 rue des Vinaigriers,https://media.lesechos.com/api/v1/images/view/5fc97f583e45463b7860ab19/1280x720/06141554644-web-tete.jpg
344,,,LIBERTÉ Paris 17e,75017,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,10 rue Poncelet,https://media.lesechos.com/api/v1/images/view/5fc97f583e45463b7860ab19/1280x720/06141554644-web-tete.jpg
345,,,LIBERTÉ Paris 6e,75006,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,40 rue St André des Arts,https://media.lesechos.com/api/v1/images/view/5fc97f583e45463b7860ab19/1280x720/06141554644-web-tete.jpg
346,,,LIBERTÉ Paris 7e,75007,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,58 rue Saint Dominique,https://media.lesechos.com/api/v1/images/view/5fc97f583e45463b7860ab19/1280x720/06141554644-web-tete.jpg
347,,,LIBERTÉ Paris 9e,75009,France,boulangerie/patisserie/sur_le_pouce/brunch,,,,1 rue Hippolyte Lebas,https://media.lesechos.com/api/v1/images/view/5fc97f583e45463b7860ab19/1280x720/06141554644-web-tete.jpg
348,-9.143529,38.7091491,Landeau Chocolate,Lisbonne,Portugal,patisserie,,,,Rua das Flores 70  1299-195 Lisboa,https://media-cdn.tripadvisor.com/media/photo-s/0d/6d/dd/da/landeau-chocolate.jpg
349,2.3113194,48.9038525,La Rue Palloy Boulangerie.,92110,France,boulangerie/patisserie,,,,50 Rue Palloy,http://painrisien.com/wp-content/uploads/2017/02/DSC09491.jpg
350,2.3965835,48.8692197,Pane Vivo,75020,France,boulangerie,,,,49 Rue de la Chine,https://cdn.shopify.com/s/files/1/0262/5509/7902/products/PainPanone2kgGrandformatsanslivre_2048x.png?v=1617351086
351,4.8274519,45.7751029,Boulangerie Biologique Paume de Pain,Lyon,France,boulangerie,,,,13 Rue Perrod,https://eldoradoz.fr/IMG/jpg/img_1092.jpg
352,1.9807129,48.8540256,Epis et Pains,Chavenay,France,boulangerie,,,,5 Rue de Gally,https://painrisien.com/wp-content/uploads/2019/08/DSC04293-1024x681.jpg
353,-2.0524823,48.635103,Vent de Vanille,Dinard,France,patisserie/glace,,,,3 Bis Bd Wilson,https://www.maisons-de-bricourt.com/media/rich-editor/elem8a_gal-60398bd2d4c7d.jpg
354,5.3989061,43.3046987,Boulangerie Boni,Marseille,France,boulangerie,,,,58 Av. des Chartreux,https://images.squarespace-cdn.com/content/v1/5ac338c57106998b66912a94/1607591109574-8LV4Z49K47W86K31J1SW/IMG_8458.jpeg
355,2.3113731,48.8849882,Léonie,75017,France,boulangerie/patisserie/sur_le_pouce,,,,96 Rue de Lévis,http://painrisien.com/wp-content/uploads/2013/07/IMG_0499.jpg
356,-0.0844365,51.5513088,Jolene Bakery & Restaurant,Londres,UK,boulangerie/neobistrot,,,,21 Newington Grn  Mayville Estate  London N16 9PU,https://static.independent.co.uk/s3fs-public/thumbnails/image/2019/05/08/16/jolene-restaurant-interior-patricia-niven.jpg?width=1200&auto=webp&quality=75
357,5.3602831,43.2886723,Dame Farine,Marseille,France,boulangerie,,,,77 Av. de la Corse,https://www.tempsgourmand.fr/blog/wp-content/uploads/2018/11/60-1024x675.jpg
358,-0.5833717,44.8403301,ATELIER LANDRY,Bordeaux,France,boulangerie,,,,43 Rue Georges Bonnac,http://painrisien.com/wp-content/uploads/2018/06/DSC01653.jpg
359,5.3849754,43.2922819,House of Pain - Boulangerie bio,Marseille,France,boulangerie,,,,14 Rue Fontange,https://marseille.love-spots.com/wp-content/uploads/2020/06/house-of-pain-boulangerie-pain-levain-naturel-marseille-love-spots6.jpg
360,2.1609306,41.397915,Xurreria Trebol,Barcelona,Espagne,patisserie,,,,Carrer de Corsega  341  08037 Barcelona,https://media-cdn.tripadvisor.com/media/photo-s/0e/81/31/ee/photo0jpg.jpg
361,2.1727807,41.3829084,La Pallaresa Xocolateria Xurreria,Barcelona,Espagne,patisserie,,,,Carrer de Petritxol  11  08002 Barcelona,https://dxbowaj7shf9g.cloudfront.net/uploads/user_place/image/2623/large_granja-la-pallaresa-1.jpg
362,-9.1362061,38.7104885,Nicolau Lisboa,Lisbonne,Portugal,patisserie/brunch/vege/coffee_shop,,,,R. de São Nicolau 17  1100-547 Lisboa,https://media-cdn.tripadvisor.com/media/photo-s/1c/3c/fd/db/pancakes.jpg
363,2.3883811,48.8746918,La Petite Boulangerie de Belleville,75020,France,boulangerie,,,,120 Rue de Belleville,https://media.vogue.fr/photos/5c2f46b470f7c244f07c5f1b/master/w_320%2Cc_limit/boulangerie_petit_grain_edward_delling_williams_belleville_5_8922.png
364,2.3213,48.8371939,Boulangerie Un pain à part,75014,France,boulangerie,,,,4 Place Constantin Brancusi,"https://static.wixstatic.com/media/2c5a27_da005d07c0f6405ba5775f7d2af0d707~mv2.jpg/v1/fill/w_560,h_566,al_c,q_80,usm_0.66_1.00_0.01/viennoiseries.webp"
365,2.3475155,48.8759316,UNION BOULANGERIE,75009,France,boulangerie/patisserie/sur_le_pouce,,,,2 Rue Bleue,https://uploads.lebonbon.fr/source/2021/paris/juin/Union_Boulagerie_Paris_inteIrieur.jpg
366,4.8213409,43.7944237,Terre de Blé,Saint-Rémy-de-Provence,France,boulangerie/neobistrot,,,,zac de la Gare  24 Av. Albin Gilles,https://www.latoque.fr/ra/lowres/Publie/LT/p1/Images/Rencontre/Personnalit%C3%A9%20du%20mois/2021-10-01/Photo%205%20Henri%20de%20Pazzis.jpg
367,4.8264329,43.7934308,Painprenelle,Saint-Rémy-de-Provence,France,boulangerie,,,,4 Av. de la 1ère Dfl,https://ccf-prod-v2.s3.amazonaws.com/17714/conversions/77CKSOVP6TIBzBAJRgvrnYMI7z4QGFZzXqleqzh7-large.jpg
368,5.4609236,43.5224221,La Fabrique à pain,Aix-en-Provence,France,boulangerie,,,,4 Rue Pierre de Coubertin,
369,2.3813834,48.8507906,Mokonuts Cafe and Bakery,75011,France,neobistrot/coffee_shop/patisserie,,,,5 Rue Saint-Bernard,https://www.davidlebovitz.com/wp-content/uploads/2017/04/Mokonuts-Paris-restaurant-11.jpg
370,2.3716508,48.8681354,Robert,75011,France,neobistrot,,,,32 Rue de la Fontaine au Roi,http://www.yonder.fr/sites/default/files/destinations/A-robert-restaurant-paris-salle-02_%C2%A9_YONDER.fr_.jpg
